order_date,product_category,product_name,sales_amount,quantity,customer_id,customer_type,region,channel
2024-02-18,Home,Home Product,95.0,5,1629,Returning,East,Online
2024-09-19,Home,Home Product,133.88,1,1265,New,South,Online
2024-04-27,Home,Home Product,297.36,4,1335,Returning,West,Offline
2024-03-11,Home,Home Product,260.57,5,1723,New,North,Online
2024-03-03,Electronics,Electronics Product,149.3,4,1285,Returning,East,Online
2024-02-18,Home,Home Product,179.21,2,1660,Returning,West,Online
2024-10-30,Home,Home Product,103.31,5,1790,New,West,Online
2024-12-02,Home,Home Product,218.34,2,1511,Returning,South,Online
2024-04-09,Clothing,Clothing Product,239.5,5,1191,Returning,South,Online
2024-12-21,Home,Home Product,75.95,3,1773,Returning,South,Online
2024-03-24,Electronics,Electronics Product,290.33,3,1068,Returning,East,Online
2024-01-11,Clothing,Clothing Product,331.05,5,1965,Returning,East,Online
2024-01-17,Electronics,Electronics Product,234.23,2,1471,Returning,South,Offline
2024-02-04,Home,Home Product,278.86,1,1656,Returning,East,Online
2024-08-10,Electronics,Electronics Product,207.9,5,1865,Returning,East,Offline
2024-04-15,Home,Home Product,149.94,5,1306,Returning,North,Offline
2024-09-23,Electronics,Electronics Product,235.01,2,1650,Returning,East,Offline
2024-05-03,Home,Home Product,166.7,5,1525,New,North,Offline
2024-08-27,Home,Home Product,279.85,2,1477,Returning,South,Online
2024-06-15,Clothing,Clothing Product,75.33,2,1389,New,West,Online
2024-05-24,Home,Home Product,180.78,5,1247,New,East,Online
2024-03-10,Electronics,Electronics Product,154.37,1,1755,Returning,North,Online
2024-12-17,Home,Home Product,192.4,4,1937,Returning,West,Online
2024-02-01,Home,Home Product,113.48,5,1798,Returning,South,Online
2024-03-04,Electronics,Electronics Product,87.37,1,1228,New,East,Offline
2024-08-13,Clothing,Clothing Product,123.01,5,1541,New,West,Offline
2024-06-20,Home,Home Product,279.04,2,1185,Returning,North,Online
2024-08-05,Electronics,Electronics Product,251.73,5,1861,Returning,West,Offline
2024-10-01,Clothing,Clothing Product,86.27,4,1791,New,South,Online
2024-02-03,Electronics,Electronics Product,255.61,5,1338,Returning,North,Online
2024-10-11,Home,Home Product,332.25,4,1897,New,East,Online
2024-04-17,Home,Home Product,214.12,2,1985,Returning,West,Online
2024-03-28,Clothing,Clothing Product,167.59,5,1396,Returning,West,Offline
2024-01-05,Home,Home Product,252.55,4,1415,New,East,Offline
2024-12-20,Clothing,Clothing Product,172.0,1,1899,Returning,East,Online
2024-01-11,Home,Home Product,102.73,1,1218,Returning,West,Offline
2024-05-30,Home,Home Product,180.46,5,1873,Returning,East,Offline
2024-10-26,Home,Home Product,204.79,4,1693,Returning,West,Offline
2024-10-10,Clothing,Clothing Product,148.45,5,1614,Returning,West,Online
2024-04-15,Home,Home Product,145.32,1,1199,Returning,North,Online
2024-04-10,Clothing,Clothing Product,126.88,5,1220,Returning,West,Online
2024-03-23,Clothing,Clothing Product,139.65,2,1419,Returning,South,Online
2024-04-10,Electronics,Electronics Product,97.44,3,1509,New,East,Offline
2024-03-03,Clothing,Clothing Product,133.24,2,1206,Returning,North,Online
2024-01-28,Electronics,Electronics Product,198.04,2,1784,New,South,Online
2024-09-07,Clothing,Clothing Product,238.17,2,1560,Returning,East,Offline
2024-08-19,Home,Home Product,102.59,3,1810,New,East,Online
2024-04-07,Electronics,Electronics Product,222.88,4,1463,Returning,East,Offline
2024-07-13,Electronics,Electronics Product,218.7,4,1816,Returning,South,Online
2024-03-16,Electronics,Electronics Product,231.59,5,1083,Returning,East,Online
2024-07-25,Electronics,Electronics Product,171.36,5,1332,Returning,East,Online
2024-02-14,Home,Home Product,190.83,1,1427,New,South,Online
2024-04-26,Clothing,Clothing Product,290.49,2,1991,New,West,Offline
2024-02-11,Electronics,Electronics Product,153.71,3,1404,Returning,North,Online
2024-07-11,Electronics,Electronics Product,123.35,5,1048,New,West,Online
2024-09-21,Electronics,Electronics Product,240.52,3,1574,New,North,Online
2024-05-26,Home,Home Product,192.04,1,1445,Returning,West,Online
2024-08-08,Electronics,Electronics Product,253.78,2,1218,New,East,Offline
2024-01-21,Clothing,Clothing Product,201.27,4,1915,Returning,West,Online
2024-06-30,Electronics,Electronics Product,140.87,1,1192,Returning,North,Online
2024-08-24,Home,Home Product,141.82,3,1152,New,East,Offline
2024-05-06,Home,Home Product,309.41,3,1372,New,North,Online
2024-03-27,Electronics,Electronics Product,185.73,2,1041,Returning,North,Offline
2024-11-10,Electronics,Electronics Product,311.4,1,1836,New,West,Online
2024-09-02,Clothing,Clothing Product,171.09,5,1387,Returning,East,Online
2024-07-15,Electronics,Electronics Product,209.02,1,1722,Returning,South,Online
2024-09-24,Electronics,Electronics Product,236.94,1,1640,Returning,South,Offline
2024-11-30,Electronics,Electronics Product,221.33,3,1364,Returning,West,Offline
2024-03-16,Electronics,Electronics Product,281.97,2,1046,Returning,West,Online
2024-11-10,Home,Home Product,258.33,1,1988,Returning,West,Online
2024-03-22,Home,Home Product,278.21,4,1401,Returning,West,Offline
2024-02-07,Clothing,Clothing Product,215.45,2,1388,Returning,East,Offline
2024-08-07,Clothing,Clothing Product,141.75,4,1193,Returning,South,Offline
2024-08-22,Home,Home Product,178.57,1,1000,New,South,Online
2024-05-14,Clothing,Clothing Product,185.32,2,1809,New,North,Online
2024-12-23,Clothing,Clothing Product,217.38,4,1326,Returning,West,Online
2024-11-13,Clothing,Clothing Product,202.75,2,1709,New,North,Offline
2024-02-14,Clothing,Clothing Product,110.96,2,1562,Returning,South,Online
2024-03-07,Electronics,Electronics Product,187.49,2,1003,Returning,North,Online
2024-05-17,Electronics,Electronics Product,131.48,4,1151,Returning,East,Online
2024-09-15,Electronics,Electronics Product,201.74,3,1478,Returning,West,Online
2024-02-25,Electronics,Electronics Product,175.44,1,1419,Returning,West,Offline
2024-08-19,Clothing,Clothing Product,260.36,5,1179,Returning,North,Offline
2024-03-06,Clothing,Clothing Product,268.42,2,1352,Returning,West,Offline
2024-02-26,Home,Home Product,349.93,3,1887,New,West,Offline
2024-01-05,Clothing,Clothing Product,306.36,3,1711,New,South,Offline
2024-01-31,Electronics,Electronics Product,223.25,1,1446,New,East,Online
2024-01-20,Home,Home Product,224.25,3,1749,Returning,North,Online
2024-03-10,Home,Home Product,242.95,4,1368,Returning,South,Offline
2024-12-14,Electronics,Electronics Product,163.28,2,1165,New,West,Offline
2024-10-19,Clothing,Clothing Product,184.04,2,1634,Returning,South,Online
2024-06-24,Home,Home Product,178.73,2,1349,New,West,Online
2024-06-17,Clothing,Clothing Product,357.89,5,1659,Returning,West,Offline
2024-10-06,Clothing,Clothing Product,182.65,5,1186,Returning,North,Online
2024-02-07,Clothing,Clothing Product,111.87,2,1559,Returning,North,Offline
2024-12-16,Electronics,Electronics Product,185.7,3,1063,Returning,East,Offline
2024-01-29,Clothing,Clothing Product,125.54,3,1992,Returning,West,Online
2024-01-21,Clothing,Clothing Product,216.35,3,1704,New,East,Online
2024-04-08,Clothing,Clothing Product,163.11,3,1485,Returning,East,Online
2024-03-24,Clothing,Clothing Product,177.62,5,1776,Returning,East,Online
2024-09-14,Home,Home Product,233.18,4,1675,Returning,South,Offline
2024-03-25,Clothing,Clothing Product,68.54,5,1980,New,North,Offline
2024-12-11,Clothing,Clothing Product,134.92,3,1655,New,South,Online
2024-09-13,Electronics,Electronics Product,266.02,3,1677,Returning,West,Online
2024-03-30,Home,Home Product,198.92,3,1455,Returning,South,Online
2024-09-20,Electronics,Electronics Product,243.2,5,1447,New,North,Offline
2024-09-04,Home,Home Product,119.0,5,1776,Returning,West,Offline
2024-09-27,Home,Home Product,139.16,5,1341,Returning,South,Offline
2024-11-22,Electronics,Electronics Product,217.21,4,1431,New,East,Offline
2024-06-14,Home,Home Product,196.26,1,1938,Returning,East,Offline
2024-08-07,Clothing,Clothing Product,229.45,2,1675,Returning,West,Offline
2024-12-26,Home,Home Product,131.22,5,1066,Returning,East,Online
2024-01-06,Home,Home Product,227.95,2,1081,Returning,North,Offline
2024-03-27,Home,Home Product,253.92,1,1762,Returning,South,Offline
2024-04-26,Electronics,Electronics Product,117.9,3,1215,New,West,Offline
2024-10-27,Electronics,Electronics Product,150.17,3,1976,New,South,Online
2024-08-30,Clothing,Clothing Product,297.33,3,1704,Returning,South,Online
2024-11-30,Clothing,Clothing Product,75.06,1,1537,Returning,South,Offline
2024-06-09,Clothing,Clothing Product,182.51,4,1275,Returning,North,Online
2024-04-26,Electronics,Electronics Product,165.6,1,1438,New,West,Online
2024-08-04,Home,Home Product,183.41,3,1533,New,West,Online
2024-08-03,Electronics,Electronics Product,170.74,1,1913,New,East,Online
2024-01-22,Electronics,Electronics Product,264.46,5,1821,New,South,Online
2024-03-30,Electronics,Electronics Product,230.05,3,1864,Returning,North,Offline
2024-04-08,Clothing,Clothing Product,147.29,2,1754,Returning,South,Online
2024-10-23,Clothing,Clothing Product,137.59,4,1866,New,East,Offline
2024-12-02,Home,Home Product,237.53,5,1812,Returning,South,Online
2024-12-27,Electronics,Electronics Product,224.63,5,1113,New,North,Online
2024-05-22,Home,Home Product,186.14,2,1753,New,South,Online
2024-06-20,Clothing,Clothing Product,146.22,5,1873,Returning,East,Offline
2024-07-28,Clothing,Clothing Product,213.16,1,1997,New,South,Online
2024-07-14,Home,Home Product,205.87,5,1373,New,East,Offline
2024-03-09,Electronics,Electronics Product,190.96,3,1541,New,East,Offline
2024-04-23,Electronics,Electronics Product,184.75,3,1429,New,West,Offline
2024-03-08,Clothing,Clothing Product,160.23,1,1641,Returning,North,Online
2024-09-02,Clothing,Clothing Product,273.68,2,1105,Returning,North,Offline
2024-10-26,Clothing,Clothing Product,149.48,3,1396,Returning,South,Online
2024-01-03,Electronics,Electronics Product,225.31,2,1715,Returning,South,Offline
2024-01-11,Home,Home Product,278.61,4,1557,New,East,Online
2024-02-13,Electronics,Electronics Product,147.46,2,1824,New,South,Online
2024-11-24,Electronics,Electronics Product,268.91,3,1726,New,East,Offline
2024-02-09,Home,Home Product,238.09,4,1168,Returning,West,Online
2024-10-15,Electronics,Electronics Product,154.34,2,1863,New,East,Offline
2024-01-12,Electronics,Electronics Product,310.23,5,1411,New,West,Online
2024-06-09,Clothing,Clothing Product,288.31,5,1797,Returning,East,Online
2024-10-08,Electronics,Electronics Product,366.13,1,1645,Returning,West,Offline
2024-02-15,Home,Home Product,164.39,1,1071,Returning,South,Online
2024-11-25,Clothing,Clothing Product,191.59,2,1934,New,North,Online
2024-05-19,Home,Home Product,275.83,2,1600,New,East,Online
2024-05-20,Electronics,Electronics Product,197.27,1,1780,New,North,Online
2024-08-13,Home,Home Product,161.27,2,1631,Returning,East,Online
2024-11-21,Electronics,Electronics Product,228.09,4,1574,Returning,East,Offline
2024-01-29,Electronics,Electronics Product,198.79,3,1405,New,South,Online
2024-12-21,Clothing,Clothing Product,175.57,2,1298,Returning,East,Offline
2024-07-26,Electronics,Electronics Product,207.21,2,1663,New,South,Offline
2024-08-02,Home,Home Product,218.69,2,1392,Returning,South,Offline
2024-10-20,Electronics,Electronics Product,146.86,2,1378,Returning,East,Offline
2024-07-16,Electronics,Electronics Product,131.35,4,1961,Returning,East,Offline
2024-09-04,Home,Home Product,121.3,5,1266,New,South,Offline
2024-03-09,Clothing,Clothing Product,312.39,5,1114,Returning,East,Online
2024-08-07,Clothing,Clothing Product,258.68,1,1538,New,West,Online
2024-08-14,Clothing,Clothing Product,251.37,4,1536,New,South,Offline
2024-04-30,Home,Home Product,234.5,1,1512,New,West,Online
2024-11-02,Electronics,Electronics Product,213.93,5,1993,Returning,North,Online
2024-10-04,Electronics,Electronics Product,159.46,4,1820,New,East,Online
2024-03-09,Home,Home Product,261.2,4,1331,Returning,West,Offline
2024-07-23,Home,Home Product,232.88,4,1648,New,North,Offline
2024-06-26,Clothing,Clothing Product,183.58,1,1329,Returning,North,Offline
2024-10-06,Electronics,Electronics Product,128.01,5,1059,Returning,South,Online
2024-11-06,Clothing,Clothing Product,175.75,1,1800,Returning,West,Online
2024-06-01,Electronics,Electronics Product,215.93,2,1397,New,North,Online
2024-04-02,Home,Home Product,134.28,1,1742,Returning,West,Offline
2024-01-18,Electronics,Electronics Product,20.0,3,1730,Returning,North,Offline
2024-11-21,Electronics,Electronics Product,213.18,5,1764,Returning,East,Online
2024-08-09,Electronics,Electronics Product,181.36,2,1015,New,East,Online
2024-01-12,Electronics,Electronics Product,150.01,3,1403,New,East,Offline
2024-06-01,Electronics,Electronics Product,164.85,3,1979,New,South,Offline
2024-04-12,Clothing,Clothing Product,178.69,2,1542,New,North,Offline
2024-11-10,Electronics,Electronics Product,224.89,4,1767,New,East,Online
2024-01-24,Clothing,Clothing Product,205.07,2,1036,New,North,Offline
2024-10-08,Clothing,Clothing Product,247.88,2,1085,New,North,Offline
2024-02-22,Clothing,Clothing Product,217.08,3,1395,Returning,West,Online
2024-01-15,Clothing,Clothing Product,260.66,2,1618,Returning,East,Online
2024-12-29,Clothing,Clothing Product,57.55,2,1122,Returning,South,Offline
2024-05-15,Clothing,Clothing Product,341.19,2,1909,New,North,Offline
2024-04-27,Clothing,Clothing Product,141.64,4,1074,New,South,Offline
2024-10-21,Electronics,Electronics Product,230.85,5,1699,Returning,North,Offline
2024-11-01,Electronics,Electronics Product,115.29,3,1100,New,East,Offline
2024-05-28,Home,Home Product,185.67,1,1554,Returning,South,Online
2024-04-04,Home,Home Product,172.81,2,1398,Returning,South,Online
2024-12-02,Clothing,Clothing Product,170.4,1,1415,New,West,Online
2024-11-21,Home,Home Product,198.71,3,1213,New,East,Online
2024-09-02,Electronics,Electronics Product,198.3,3,1667,New,West,Offline
2024-07-17,Electronics,Electronics Product,150.68,2,1731,Returning,East,Offline
2024-10-06,Home,Home Product,126.84,4,1474,Returning,West,Offline
2024-04-09,Electronics,Electronics Product,117.4,1,1292,New,North,Offline
2024-08-13,Clothing,Clothing Product,112.97,4,1510,Returning,East,Online
2024-02-22,Home,Home Product,279.92,4,1196,Returning,South,Offline
2024-11-18,Clothing,Clothing Product,88.34,3,1239,Returning,West,Online
2024-12-25,Clothing,Clothing Product,205.87,2,1520,Returning,East,Offline
2024-10-30,Home,Home Product,146.06,1,1883,New,East,Online
2024-03-18,Electronics,Electronics Product,265.79,4,1212,New,West,Online
2024-05-02,Home,Home Product,68.52,3,1868,New,East,Online
2024-04-14,Clothing,Clothing Product,176.88,4,1220,New,South,Offline
2024-08-09,Electronics,Electronics Product,252.85,2,1737,Returning,South,Offline
2024-08-23,Electronics,Electronics Product,208.33,5,1914,Returning,East,Offline
2024-06-03,Clothing,Clothing Product,270.63,5,1784,Returning,North,Online
2024-09-20,Home,Home Product,231.38,5,1309,New,North,Online
2024-03-24,Electronics,Electronics Product,192.32,2,1301,Returning,South,Online
2024-10-04,Clothing,Clothing Product,139.49,3,1347,Returning,East,Online
2024-10-22,Clothing,Clothing Product,56.13,4,1373,New,South,Offline
2024-08-08,Electronics,Electronics Product,311.48,2,1773,Returning,North,Offline
2024-09-04,Electronics,Electronics Product,258.25,2,1968,New,East,Online
2024-08-20,Clothing,Clothing Product,242.68,2,1717,New,East,Online
2024-11-07,Electronics,Electronics Product,386.77,4,1802,Returning,West,Online
2024-11-28,Clothing,Clothing Product,211.93,5,1842,Returning,West,Offline
2024-08-12,Electronics,Electronics Product,210.54,3,1566,New,South,Offline
2024-08-18,Home,Home Product,240.0,4,1344,Returning,South,Offline
2024-05-31,Electronics,Electronics Product,196.24,2,1283,Returning,West,Online
2024-05-22,Clothing,Clothing Product,127.13,3,1664,Returning,East,Online
2024-11-28,Electronics,Electronics Product,227.37,2,1362,Returning,East,Offline
2024-11-05,Electronics,Electronics Product,184.57,3,1061,New,North,Online
2024-04-18,Electronics,Electronics Product,103.2,1,1051,Returning,East,Offline
2024-03-31,Home,Home Product,269.33,4,1361,Returning,North,Online
2024-03-04,Home,Home Product,212.2,1,1207,Returning,East,Online
2024-01-19,Home,Home Product,152.79,4,1331,New,West,Online
2024-03-19,Clothing,Clothing Product,240.15,1,1102,New,North,Online
2024-08-11,Home,Home Product,256.01,1,1317,New,South,Offline
2024-07-28,Electronics,Electronics Product,94.34,3,1393,Returning,West,Online
2024-07-02,Electronics,Electronics Product,140.38,3,1220,Returning,North,Offline
2024-02-15,Clothing,Clothing Product,208.16,5,1689,New,South,Offline
2024-06-10,Home,Home Product,272.28,2,1112,New,East,Online
2024-11-13,Home,Home Product,210.95,5,1642,New,East,Offline
2024-07-30,Electronics,Electronics Product,153.99,3,1176,Returning,South,Online
2024-08-15,Clothing,Clothing Product,204.08,3,1488,Returning,East,Online
2024-07-08,Home,Home Product,297.84,3,1322,Returning,East,Offline
2024-03-22,Clothing,Clothing Product,215.71,2,1691,Returning,North,Online
2024-06-19,Electronics,Electronics Product,139.9,1,1675,New,East,Online
2024-10-03,Clothing,Clothing Product,247.29,1,1604,New,North,Online
2024-04-03,Electronics,Electronics Product,205.42,4,1739,Returning,East,Offline
2024-08-07,Electronics,Electronics Product,184.12,1,1395,Returning,North,Offline
2024-10-16,Clothing,Clothing Product,228.77,1,1074,New,East,Online
2024-02-03,Clothing,Clothing Product,243.74,5,1804,Returning,East,Online
2024-03-21,Clothing,Clothing Product,176.01,3,1983,New,North,Online
2024-03-01,Clothing,Clothing Product,232.15,3,1668,Returning,South,Offline
2024-12-28,Home,Home Product,197.65,1,1736,New,East,Offline
2024-05-06,Clothing,Clothing Product,94.71,3,1480,Returning,North,Online
2024-11-28,Electronics,Electronics Product,147.11,5,1931,Returning,North,Online
2024-11-04,Home,Home Product,284.25,5,1771,Returning,North,Offline
2024-06-12,Electronics,Electronics Product,293.23,4,1160,New,South,Offline
2024-09-26,Electronics,Electronics Product,80.3,4,1412,Returning,West,Online
2024-08-07,Clothing,Clothing Product,177.86,2,1661,Returning,West,Offline
2024-02-15,Clothing,Clothing Product,212.83,5,1410,New,North,Offline
2024-11-29,Clothing,Clothing Product,149.21,4,1155,Returning,West,Online
2024-06-20,Clothing,Clothing Product,255.54,1,1854,Returning,North,Offline
2024-12-05,Clothing,Clothing Product,245.21,4,1215,Returning,West,Online
2024-02-12,Clothing,Clothing Product,165.72,5,1133,Returning,East,Online
2024-11-16,Home,Home Product,151.38,3,1727,New,South,Offline
2024-06-24,Electronics,Electronics Product,60.23,1,1315,Returning,South,Offline
2024-10-28,Home,Home Product,308.46,3,1291,Returning,West,Offline
2024-02-21,Electronics,Electronics Product,230.37,1,1127,Returning,East,Offline
2024-10-13,Electronics,Electronics Product,245.05,3,1055,Returning,East,Online
2024-11-14,Clothing,Clothing Product,239.27,1,1561,Returning,East,Online
2024-03-11,Home,Home Product,313.16,3,1665,Returning,East,Online
2024-11-22,Home,Home Product,79.49,2,1375,New,South,Online
2024-09-13,Home,Home Product,172.48,4,1789,Returning,East,Online
2024-03-22,Home,Home Product,187.48,4,1452,Returning,North,Online
2024-07-21,Clothing,Clothing Product,264.18,2,1335,Returning,West,Offline
2024-08-25,Electronics,Electronics Product,203.97,5,1164,New,North,Offline
2024-12-02,Home,Home Product,115.09,3,1909,New,South,Online
2024-07-22,Home,Home Product,204.74,2,1370,Returning,East,Offline
2024-02-25,Home,Home Product,171.11,1,1640,New,North,Online
2024-03-13,Electronics,Electronics Product,115.8,5,1451,New,West,Online
2024-04-14,Home,Home Product,139.29,5,1783,New,West,Online
2024-02-06,Clothing,Clothing Product,248.63,2,1213,New,East,Offline
2024-03-02,Electronics,Electronics Product,190.06,3,1504,Returning,West,Online
2024-07-20,Electronics,Electronics Product,199.48,2,1764,Returning,West,Offline
2024-12-09,Electronics,Electronics Product,193.88,2,1832,Returning,South,Offline
2024-02-11,Electronics,Electronics Product,223.06,1,1836,Returning,North,Online
2024-04-14,Home,Home Product,174.76,2,1190,Returning,South,Online
2024-01-09,Electronics,Electronics Product,174.6,5,1286,New,West,Online
2024-06-17,Electronics,Electronics Product,112.28,4,1559,Returning,South,Offline
2024-03-25,Home,Home Product,241.21,3,1103,Returning,West,Online
2024-08-17,Electronics,Electronics Product,190.49,5,1064,Returning,South,Online
2024-09-27,Electronics,Electronics Product,170.78,2,1379,Returning,West,Online
2024-04-19,Electronics,Electronics Product,150.25,1,1132,Returning,West,Offline
2024-03-20,Electronics,Electronics Product,103.71,5,1618,Returning,East,Online
2024-05-24,Home,Home Product,188.59,3,1319,New,North,Online
2024-10-13,Clothing,Clothing Product,110.15,5,1314,Returning,North,Offline
2024-07-15,Home,Home Product,202.36,1,1131,Returning,South,Online
2024-12-21,Home,Home Product,212.69,4,1457,Returning,South,Offline
2024-10-16,Home,Home Product,168.54,2,1911,New,East,Offline
2024-07-22,Electronics,Electronics Product,232.33,5,1939,Returning,North,Online
2024-01-08,Home,Home Product,218.62,3,1275,New,South,Online
2024-10-03,Electronics,Electronics Product,117.73,1,1877,Returning,South,Offline
2024-04-24,Home,Home Product,263.85,1,1274,Returning,East,Online
2024-06-27,Home,Home Product,182.24,1,1103,Returning,North,Online
2024-03-15,Clothing,Clothing Product,86.43,5,1728,Returning,West,Online
2024-11-17,Electronics,Electronics Product,164.02,5,1798,Returning,South,Offline
2024-03-25,Home,Home Product,120.05,2,1155,New,West,Online
2024-04-14,Electronics,Electronics Product,194.56,2,1942,Returning,North,Online
2024-11-26,Home,Home Product,245.45,1,1962,Returning,South,Online
2024-10-11,Clothing,Clothing Product,139.73,2,1103,Returning,South,Offline
2024-06-18,Home,Home Product,121.15,1,1227,New,South,Online
2024-05-21,Electronics,Electronics Product,247.6,5,1991,Returning,East,Online
2024-05-18,Clothing,Clothing Product,246.79,4,1935,New,West,Offline
2024-12-23,Home,Home Product,269.25,5,1435,New,East,Offline
2024-12-05,Clothing,Clothing Product,280.28,2,1613,Returning,West,Online
2024-04-15,Clothing,Clothing Product,260.45,3,1880,New,North,Online
2024-03-17,Home,Home Product,152.07,1,1736,New,North,Offline
2024-05-21,Clothing,Clothing Product,263.43,5,1957,Returning,North,Offline
2024-09-07,Home,Home Product,195.78,4,1015,Returning,East,Online
2024-11-29,Clothing,Clothing Product,146.1,3,1560,Returning,West,Offline
2024-11-02,Electronics,Electronics Product,140.22,1,1812,Returning,South,Offline
2024-11-13,Clothing,Clothing Product,261.86,1,1245,New,East,Online
2024-03-15,Clothing,Clothing Product,223.26,4,1032,New,North,Online
2024-11-23,Home,Home Product,150.39,5,1054,Returning,North,Online
2024-03-01,Home,Home Product,152.79,4,1721,Returning,North,Online
2024-12-26,Clothing,Clothing Product,114.7,1,1730,Returning,South,Offline
2024-02-26,Clothing,Clothing Product,125.63,3,1110,Returning,East,Offline
2024-12-22,Home,Home Product,109.83,2,1040,New,East,Online
2024-06-15,Home,Home Product,245.02,2,1190,New,South,Offline
2024-02-20,Electronics,Electronics Product,149.02,3,1299,Returning,North,Offline
2024-04-19,Electronics,Electronics Product,163.51,1,1364,New,West,Online
2024-12-29,Home,Home Product,246.83,5,1574,Returning,East,Online
2024-12-05,Electronics,Electronics Product,287.08,1,1013,Returning,North,Online
2024-09-13,Electronics,Electronics Product,155.64,1,1482,Returning,North,Online
2024-05-26,Electronics,Electronics Product,162.53,1,1345,New,East,Online
2024-07-04,Clothing,Clothing Product,244.82,5,1151,Returning,North,Online
2024-04-20,Clothing,Clothing Product,179.36,1,1327,Returning,East,Online
2024-01-23,Home,Home Product,177.53,1,1323,Returning,West,Online
2024-03-03,Electronics,Electronics Product,270.05,5,1193,Returning,West,Offline
2024-05-31,Clothing,Clothing Product,156.56,1,1410,New,North,Offline
2024-03-13,Electronics,Electronics Product,269.62,2,1430,New,West,Online
2024-10-20,Electronics,Electronics Product,219.19,4,1374,New,East,Offline
2024-11-25,Clothing,Clothing Product,171.88,4,1157,New,South,Online
2024-02-06,Clothing,Clothing Product,180.48,4,1100,New,East,Online
2024-02-25,Clothing,Clothing Product,251.42,5,1167,Returning,West,Online
2024-10-26,Clothing,Clothing Product,156.8,1,1568,Returning,South,Online
2024-03-02,Clothing,Clothing Product,278.17,2,1746,Returning,South,Offline
2024-11-08,Electronics,Electronics Product,355.85,2,1130,Returning,North,Offline
2024-10-17,Electronics,Electronics Product,209.08,5,1980,New,North,Offline
2024-12-18,Clothing,Clothing Product,217.91,2,1191,Returning,West,Online
2024-03-19,Clothing,Clothing Product,245.63,2,1933,Returning,South,Online
2024-01-26,Electronics,Electronics Product,95.42,3,1308,Returning,South,Offline
2024-07-02,Home,Home Product,265.65,2,1210,New,East,Offline
2024-10-06,Electronics,Electronics Product,125.4,4,1355,Returning,South,Offline
2024-09-29,Electronics,Electronics Product,96.18,1,1709,Returning,West,Offline
2024-10-08,Clothing,Clothing Product,280.03,1,1188,Returning,West,Online
2024-08-27,Clothing,Clothing Product,191.06,2,1358,New,East,Online
2024-05-17,Home,Home Product,230.52,5,1886,New,South,Offline
2024-08-10,Clothing,Clothing Product,123.91,5,1295,Returning,East,Online
2024-01-06,Electronics,Electronics Product,189.9,1,1784,Returning,South,Offline
2024-08-31,Clothing,Clothing Product,291.94,2,1341,Returning,East,Online
2024-12-13,Electronics,Electronics Product,61.68,2,1554,New,West,Offline
2024-07-26,Electronics,Electronics Product,182.7,1,1898,New,North,Offline
2024-09-26,Electronics,Electronics Product,188.06,4,1625,Returning,South,Online
2024-10-06,Electronics,Electronics Product,191.99,4,1156,Returning,East,Online
2024-09-05,Clothing,Clothing Product,208.62,2,1186,Returning,North,Online
2024-03-02,Clothing,Clothing Product,160.4,1,1629,Returning,North,Offline
2024-07-16,Home,Home Product,264.93,3,1881,New,North,Offline
2024-05-07,Home,Home Product,191.31,2,1497,Returning,East,Online
2024-12-02,Electronics,Electronics Product,151.94,1,1037,Returning,South,Online
2024-01-25,Electronics,Electronics Product,201.23,1,1047,Returning,South,Online
2024-11-23,Clothing,Clothing Product,112.06,1,1448,New,North,Offline
2024-10-07,Home,Home Product,63.83,2,1840,New,North,Offline
2024-05-24,Home,Home Product,187.44,4,1443,Returning,West,Online
2024-05-10,Electronics,Electronics Product,188.37,1,1847,Returning,East,Online
2024-05-18,Home,Home Product,130.26,2,1064,Returning,East,Offline
2024-03-28,Electronics,Electronics Product,313.31,3,1538,Returning,West,Online
2024-08-01,Electronics,Electronics Product,190.15,1,1236,New,South,Offline
2024-08-14,Electronics,Electronics Product,227.44,4,1291,New,North,Online
2024-11-05,Clothing,Clothing Product,325.89,3,1872,New,East,Online
2024-04-26,Clothing,Clothing Product,142.35,2,1661,Returning,East,Offline
2024-02-27,Electronics,Electronics Product,231.82,2,1912,New,East,Offline
2024-06-16,Electronics,Electronics Product,266.19,3,1637,Returning,South,Online
2024-06-18,Electronics,Electronics Product,286.52,4,1652,New,North,Online
2024-10-01,Electronics,Electronics Product,233.21,2,1177,Returning,East,Offline
2024-08-29,Clothing,Clothing Product,227.05,1,1765,Returning,East,Online
2024-10-13,Home,Home Product,246.67,1,1122,Returning,North,Offline
2024-05-13,Electronics,Electronics Product,235.67,4,1022,Returning,East,Online
2024-02-23,Home,Home Product,221.5,2,1963,New,South,Online
2024-11-06,Electronics,Electronics Product,128.21,2,1170,Returning,North,Offline
2024-03-07,Electronics,Electronics Product,236.74,2,1027,Returning,North,Online
2024-04-25,Electronics,Electronics Product,141.28,3,1585,New,East,Online
2024-06-23,Clothing,Clothing Product,166.0,4,1512,Returning,South,Online
2024-05-10,Electronics,Electronics Product,164.01,4,1188,New,East,Offline
2024-12-11,Electronics,Electronics Product,276.26,5,1232,Returning,West,Online
2024-05-30,Electronics,Electronics Product,141.2,2,1040,New,West,Offline
2024-05-01,Home,Home Product,116.55,3,1685,Returning,East,Offline
2024-10-04,Electronics,Electronics Product,128.29,1,1332,New,South,Offline
2024-02-24,Home,Home Product,124.53,1,1111,New,East,Offline
2024-02-15,Electronics,Electronics Product,135.44,1,1478,New,North,Offline
